Company,TypeName,Ram,OpSys,Weight,TouchScreen,IPS,PPI,CPU_name,Gpu brand
MSI,Gaming,16,Windows,2.200000047683716,0,0,141.21199808219862,Intel Core i7,Nvidia
Lenovo,Notebook,8,Windows,1.5800000429153442,0,1,157.3505121487356,Intel Core i7,Intel
Asus,Ultrabook,16,Windows,1.5,0,0,141.21199808219862,Intel Core i7,Nvidia
Dell,Ultrabook,8,Windows,1.2300000190734863,1,0,276.053530085501,Intel Core i7,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.3700000047683716,1,1,165.6321180513006,Intel Core i5,Intel
HP,Notebook,4,Windows,1.6299999952316284,0,1,111.93520355955211,Intel Core i5,Intel
Dell,Ultrabook,8,Windows,1.2100000381469727,0,1,165.6321180513006,Intel Core i5,Intel
HP,2 in 1 Convertible,8,Windows,1.2599999904632568,1,1,165.6321180513006,Intel Core i5,Intel
HP,Notebook,8,Windows,1.6299999952316284,0,0,157.3505121487356,Intel Core i7,Intel
Dell,Notebook,8,Windows,2.1600000858306885,0,1,141.21199808219862,Intel Core i7,Nvidia
Asus,Notebook,4,Windows,2.0,0,0,127.33567457123111,Intel Core i3,Nvidia
Asus,Notebook,8,Windows,1.7000000476837158,0,0,141.21199808219862,Intel Core i7,Nvidia
Acer,Notebook,6,Windows,2.0999999046325684,1,1,141.21199808219862,Intel Core i3,Intel
MSI,Gaming,16,Windows,1.7999999523162842,0,0,141.21199808219862,Intel Core i7,Nvidia
Lenovo,Notebook,8,Other,2.200000047683716,0,0,141.21199808219862,Intel Core i5,Nvidia
HP,Notebook,16,Windows,2.5,0,0,127.33567457123111,Intel Core i7,Nvidia
Acer,Notebook,4,Windows,2.0999999046325684,0,0,100.45466986113651,AMD Processor,AMD
HP,Notebook,4,Other,1.8600000143051147,0,0,100.45466986113651,Other Intel Processor,Intel
HP,Notebook,8,Windows,1.6299999952316284,0,0,157.3505121487356,Intel Core i5,Intel
Asus,Notebook,4,Windows,1.649999976158142,0,0,111.93520355955211,AMD Processor,AMD
Dell,Notebook,16,Windows,2.799999952316284,0,0,127.33567457123111,Intel Core i7,AMD
HP,Notebook,8,Windows,2.5,0,0,127.33567457123111,Intel Core i5,Intel
Dell,Notebook,8,Windows,2.359999895095825,0,0,100.45466986113651,Intel Core i5,AMD
Dell,Notebook,4,Windows,2.200000047683716,0,0,141.21199808219862,Intel Core i3,AMD
Acer,Ultrabook,8,Windows,1.600000023841858,0,1,157.3505121487356,Intel Core i7,Intel
Acer,Notebook,4,Windows,2.200000047683716,0,0,141.21199808219862,Intel Core i3,Nvidia
HP,Notebook,8,Windows,2.049999952316284,0,0,100.45466986113651,Intel Core i7,Intel
HP,Notebook,8,Windows,1.6299999952316284,0,0,157.3505121487356,Intel Core i7,Intel
Lenovo,Notebook,4,Other,1.899999976158142,0,0,100.45466986113651,Other Intel Processor,Intel
Asus,Gaming,8,Windows,3.0,0,0,127.33567457123111,Intel Core i5,Nvidia
Lenovo,Notebook,4,Other,2.200000047683716,0,0,141.21199808219862,Intel Core i5,Nvidia
HP,Notebook,4,Windows,1.3200000524520874,0,1,165.6321180513006,Intel Core i5,Intel
Acer,Notebook,4,Windows,3.0,0,1,127.33567457123111,Intel Core i3,Nvidia
Lenovo,Notebook,8,Windows,1.75,0,1,157.3505121487356,Intel Core i5,AMD
Lenovo,Gaming,8,Other,2.4000000953674316,0,1,141.21199808219862,Intel Core i7,Nvidia
Toshiba,Notebook,4,Windows,2.0999999046325684,0,0,100.45466986113651,Intel Core i5,Intel
HP,Notebook,4,Windows,1.8600000143051147,0,0,100.45466986113651,AMD Processor,AMD
Asus,Ultrabook,8,Windows,1.25,0,0,157.3505121487356,Intel Core i7,Intel
HP,Ultrabook,8,Windows,0.9700000286102295,1,1,352.4651472131677,Other Intel Processor,Intel
Asus,Notebook,4,Windows,2.0,0,0,141.21199808219862,Other Intel Processor,Intel
MSI,Gaming,16,Windows,2.9000000953674316,0,0,127.33567457123111,Intel Core i7,Nvidia
Acer,Notebook,4,Windows,2.0999999046325684,0,0,100.45466986113651,Intel Core i3,Intel
Dell,Gaming,16,Windows,2.559999942779541,0,0,141.21199808219862,Intel Core i7,Nvidia
Dell,Gaming,8,Windows,2.619999885559082,0,0,141.21199808219862,Intel Core i7,Nvidia
Lenovo,Notebook,4,Windows,1.899999976158142,0,0,100.45466986113651,Intel Core i5,Intel
MSI,Gaming,16,Windows,2.799999952316284,0,0,127.33567457123111,Intel Core i7,Nvidia
HP,Ultrabook,4,Windows,1.4800000190734863,0,0,157.3505121487356,Intel Core i5,Intel
HP,Notebook,6,Windows,1.909999966621399,0,0,141.21199808219862,Intel Core i5,AMD
Lenovo,2 in 1 Convertible,4,Windows,1.7400000095367432,1,1,157.3505121487356,Intel Core i3,Intel
Asus,2 in 1 Convertible,8,Windows,1.100000023841858,1,0,165.6321180513006,Intel Core i5,Intel
Dell,2 in 1 Convertible,8,Windows,1.559999942779541,1,0,141.21199808219862,Intel Core i7,Intel
Toshiba,Notebook,4,Windows,2.0999999046325684,0,0,100.45466986113651,Intel Core i3,Intel
Asus,Notebook,4,Windows,2.0299999713897705,0,0,100.45466986113651,AMD Processor,AMD
Acer,Notebook,4,Windows,3.0,0,1,127.33567457123111,Intel Core i5,Nvidia
Dell,Notebook,8,Windows,2.130000114440918,0,0,141.21199808219862,Intel Core i5,AMD
Lenovo,Gaming,16,Windows,2.5,0,1,141.21199808219862,Intel Core i7,Nvidia
Acer,Notebook,4,Windows,2.0999999046325684,0,0,100.45466986113651,Other Intel Processor,Intel
MSI,Gaming,16,Windows,2.4000000953674316,0,1,141.21199808219862,Intel Core i7,Nvidia
Acer,Notebook,4,Windows,2.0999999046325684,0,0,100.45466986113651,Other Intel Processor,Intel
Dell,Gaming,8,Windows,2.559999942779541,0,0,141.21199808219862,Intel Core i7,Nvidia
Acer,Notebook,8,Windows,3.0,0,1,127.33567457123111,Intel Core i5,Nvidia
HP,Notebook,4,Windows,1.4900000095367432,0,1,165.6321180513006,Intel Core i5,Intel
Huawei,Ultrabook,8,Windows,1.0499999523162842,0,1,199.69207064108247,Intel Core i5,Intel
HP,Notebook,6,Windows,2.7100000381469727,0,1,127.33567457123111,Intel Core i5,AMD
Lenovo,Notebook,4,Other,2.200000047683716,0,0,100.45466986113651,AMD Processor,AMD
Toshiba,Notebook,4,Windows,2.0,0,0,100.45466986113651,Intel Core i3,Intel
HP,Notebook,8,Windows,2.5,0,0,127.33567457123111,Intel Core i5,Nvidia
Dell,Notebook,8,Windows,2.299999952316284,0,0,100.45466986113651,Intel Core i3,Intel
Acer,Notebook,4,Windows,2.0999999046325684,0,0,100.45466986113651,Intel Core i3,Intel
MSI,Gaming,32,Windows,4.400000095367432,0,0,119.7232157653423,Intel Core i7,Nvidia
Lenovo,Notebook,8,Windows,1.899999976158142,0,0,141.21199808219862,Intel Core i5,AMD
HP,2 in 1 Convertible,8,Windows,1.2899999618530273,1,1,331.2642361026012,Intel Core i5,Intel
Dell,Notebook,16,Other,2.0199999809265137,0,0,141.21199808219862,Intel Core i7,AMD
Dell,Ultrabook,8,Windows,1.2300000190734863,0,0,165.6321180513006,Intel Core i5,Intel
Lenovo,2 in 1 Convertible,16,Windows,1.399999976158142,1,1,316.96506044349616,Intel Core i7,Intel
Toshiba,Notebook,8,Windows,2.0,0,0,100.45466986113651,Intel Core i5,Intel
Xiaomi,Notebook,8,Other,1.9500000476837158,0,1,141.21199808219862,Intel Core i5,Nvidia
Dell,Notebook,16,Windows,2.7699999809265137,1,0,127.33567457123111,Intel Core i7,Nvidia
Dell,Notebook,16,Windows,2.059999942779541,1,0,282.42399616439724,Intel Core i7,Nvidia
Lenovo,Gaming,8,Other,2.4000000953674316,0,1,141.21199808219862,Intel Core i5,Nvidia
Acer,Ultrabook,8,Windows,1.1200000047683716,0,1,165.6321180513006,Intel Core i5,Intel
Dell,Notebook,8,Windows,2.799999952316284,0,0,127.33567457123111,Intel Core i7,AMD
Lenovo,2 in 1 Convertible,16,Windows,1.4199999570846558,1,0,209.8006828649808,Intel Core i7,Intel
Vero,Notebook,4,Windows,1.2999999523162842,0,1,157.3505121487356,Other Intel Processor,Intel
Xiaomi,Ultrabook,8,Other,1.2999999523162842,0,1,165.6321180513006,Intel Core i5,Nvidia
Lenovo,Notebook,8,Other,2.799999952316284,0,0,106.11306214269258,Intel Core i5,Nvidia
Dell,2 in 1 Convertible,8,Windows,1.6200000047683716,1,1,165.6321180513006,Intel Core i7,Intel
HP,Notebook,8,Windows,2.5,0,1,127.33567457123111,Intel Core i5,Nvidia
Razer,Gaming,32,Windows,3.490000009536743,1,0,254.67134914246222,Intel Core i7,Nvidia
HP,Notebook,8,Windows,1.4900000095367432,0,0,165.6321180513006,Intel Core i5,Intel
HP,Gaming,16,Windows,3.3499999046325684,0,1,127.33567457123111,Intel Core i7,Nvidia
HP,Notebook,8,Windows,2.5,0,0,127.33567457123111,Intel Core i7,Nvidia
Dell,Gaming,16,Windows,2.6500000953674316,0,1,282.42399616439724,Intel Core i7,Nvidia
Lenovo,Notebook,4,Windows,2.0999999046325684,0,0,100.45466986113651,Intel Core i5,Intel
Acer,Notebook,8,Windows,2.2300000190734863,0,0,141.21199808219862,Intel Core i7,Nvidia
Lenovo,Gaming,16,Windows,3.200000047683716,0,1,141.21199808219862,Intel Core i7,Nvidia
Dell,Workstation,16,Windows,2.799999952316284,0,0,282.42399616439724,Other Intel Processor,Nvidia
Lenovo,Gaming,16,Other,2.4000000953674316,0,0,141.21199808219862,Intel Core i7,Nvidia
Dell,Notebook,6,Windows,2.299999952316284,1,0,100.45466986113651,Intel Core i3,Intel
Dell,Ultrabook,8,Windows,1.2100000381469727,1,1,331.2642361026012,Intel Core i7,Intel
Dell,Ultrabook,8,Windows,1.2000000476837158,0,0,165.6321180513006,Intel Core i7,Intel
Lenovo,Notebook,8,Windows,2.200000047683716,0,0,100.45466986113651,Intel Core i5,Intel
Acer,Notebook,8,Other,2.4000000953674316,0,0,141.21199808219862,Intel Core i7,Nvidia
Asus,Gaming,16,Windows,2.9000000953674316,0,0,127.33567457123111,Intel Core i7,Nvidia
HP,Notebook,4,Other,2.0999999046325684,0,0,141.21199808219862,Intel Core i3,Intel
Lenovo,Notebook,8,Other,2.200000047683716,0,0,141.21199808219862,Intel Core i5,Intel
Huawei,Ultrabook,8,Windows,1.0499999523162842,0,1,199.69207064108247,Intel Core i7,Intel
Dell,Ultrabook,8,Windows,1.399999976158142,0,1,165.6321180513006,Intel Core i7,AMD
Lenovo,Notebook,8,Other,2.799999952316284,0,0,106.11306214269258,Intel Core i5,Nvidia
HP,Notebook,8,Windows,1.6299999952316284,0,0,157.3505121487356,Intel Core i7,Nvidia
Dell,Ultrabook,8,Windows,1.600000023841858,0,0,157.3505121487356,Intel Core i5,Intel
Dell,2 in 1 Convertible,16,Windows,1.6200000047683716,1,0,165.6321180513006,Intel Core i7,Intel
Dell,Notebook,8,Other,2.200000047683716,0,0,141.21199808219862,Intel Core i5,AMD
Lenovo,2 in 1 Convertible,8,Windows,1.7400000095367432,0,1,157.3505121487356,Intel Core i5,Intel
Toshiba,Ultrabook,8,Windows,1.2000000476837158,0,0,165.6321180513006,Intel Core i7,Intel
HP,Notebook,8,Windows,2.0999999046325684,0,0,141.21199808219862,Intel Core i5,Intel
Dell,Gaming,16,Windows,4.420000076293945,0,1,127.33567457123111,Intel Core i7,Nvidia
Acer,Notebook,8,Windows,2.200000047683716,0,0,141.21199808219862,Intel Core i7,Nvidia
Dell,Notebook,16,Windows,2.299999952316284,1,0,141.21199808219862,Intel Core i7,AMD
Asus,Notebook,8,Windows,2.0,0,0,141.21199808219862,Intel Core i5,Nvidia
Asus,Notebook,8,Windows,2.690000057220459,0,0,127.33567457123111,Intel Core i5,Nvidia
HP,Notebook,8,Windows,1.899999976158142,0,0,141.21199808219862,Intel Core i7,AMD
Asus,Notebook,4,Windows,2.369999885559082,0,0,100.45466986113651,Intel Core i3,Intel
HP,Notebook,4,Windows,2.0999999046325684,0,0,100.45466986113651,AMD Processor,AMD
Lenovo,Gaming,16,Windows,3.200000047683716,0,1,141.21199808219862,Intel Core i7,Nvidia
Dell,Notebook,8,Windows,1.600000023841858,0,0,157.3505121487356,Intel Core i5,Intel
Acer,2 in 1 Convertible,8,Windows,1.600000023841858,1,1,165.6321180513006,Intel Core i5,Intel
Dell,Notebook,16,Other,2.359999895095825,0,0,141.21199808219862,Intel Core i7,AMD
Acer,Notebook,4,Other,2.0999999046325684,0,0,100.45466986113651,Intel Core i3,Intel
Asus,Notebook,4,Windows,2.200000047683716,0,0,141.21199808219862,AMD Processor,AMD
Asus,Gaming,32,Windows,4.699999809265137,0,0,127.33567457123111,Intel Core i7,Nvidia
Acer,Gaming,8,Windows,2.5,0,1,141.21199808219862,Intel Core i5,Nvidia
Lenovo,Notebook,8,Windows,2.200000047683716,0,0,100.45466986113651,Intel Core i3,Intel
Asus,Notebook,8,Windows,2.0999999046325684,0,0,127.33567457123111,Intel Core i7,Nvidia
Asus,Notebook,8,Other,2.690000057220459,0,0,127.33567457123111,Intel Core i7,Nvidia
Dell,Gaming,8,Windows,2.559999942779541,0,0,141.21199808219862,Intel Core i5,Nvidia
Lenovo,2 in 1 Convertible,8,Windows,1.3799999952316284,1,1,158.48253022174808,Intel Core i7,Intel
Dell,Notebook,8,Windows,2.200000047683716,0,0,141.21199808219862,Intel Core i7,AMD
HP,Notebook,8,Windows,2.0399999618530273,1,0,100.45466986113651,Intel Core i5,Intel
Asus,Gaming,16,Windows,3.5999999046325684,0,0,127.33567457123111,Intel Core i7,Nvidia
HP,Notebook,4,Windows,1.4900000095367432,0,1,165.6321180513006,Intel Core i5,Intel
Apple,Ultrabook,8,Mac,1.3700000047683716,0,1,226.98300468106115,Intel Core i5,Intel
Dell,2 in 1 Convertible,8,Windows,2.0799999237060547,1,1,141.21199808219862,Intel Core i7,Intel
Asus,Gaming,16,Windows,4.300000190734863,0,0,127.33567457123111,Intel Core i7,Nvidia
Asus,Notebook,4,Windows,1.6799999475479126,0,0,100.45466986113651,AMD Processor,AMD
Lenovo,2 in 1 Convertible,8,Windows,1.3700000047683716,1,1,158.48253022174808,Intel Core i7,Intel
Acer,Notebook,4,Windows,3.0,0,1,127.33567457123111,Intel Core i3,Nvidia
Dell,Ultrabook,8,Windows,1.409999966621399,0,0,165.6321180513006,Intel Core i5,Intel
HP,Notebook,8,Windows,1.909999966621399,0,0,100.45466986113651,AMD Processor,AMD
HP,Notebook,16,Windows,2.9000000953674316,0,1,127.33567457123111,Intel Core i7,Nvidia
MSI,Gaming,16,Windows,4.139999866485596,0,0,127.33567457123111,Intel Core i7,Nvidia
Lenovo,2 in 1 Convertible,8,Windows,2.0,1,1,141.21199808219862,Intel Core i7,Nvidia
Dell,Notebook,8,Windows,2.799999952316284,0,0,127.33567457123111,Intel Core i7,AMD
Lenovo,Notebook,4,Other,2.200000047683716,0,0,141.21199808219862,Intel Core i3,Intel
HP,Notebook,4,Windows,2.0999999046325684,0,1,141.21199808219862,Intel Core i5,Intel
Dell,Notebook,4,Windows,2.180000066757202,0,0,141.21199808219862,Intel Core i5,Intel
Dell,Notebook,8,Windows,2.240000009536743,0,0,141.21199808219862,Intel Core i5,AMD
Dell,2 in 1 Convertible,8,Windows,2.6700000762939453,1,0,141.21199808219862,Intel Core i5,Intel
Asus,2 in 1 Convertible,8,Windows,1.100000023841858,1,0,165.6321180513006,Intel Core i7,Intel
Lenovo,Notebook,4,Other,2.200000047683716,0,0,141.21199808219862,Intel Core i5,Intel
HP,Notebook,8,Windows,2.5,0,0,127.33567457123111,Intel Core i7,Nvidia
Lenovo,Notebook,8,Windows,2.049999952316284,0,0,141.21199808219862,Intel Core i7,Intel
Apple,Ultrabook,8,Mac,1.3700000047683716,0,1,226.98300468106115,Intel Core i5,Intel
Asus,Gaming,16,Windows,3.200000047683716,0,0,127.33567457123111,AMD Processor,AMD
Dell,Notebook,8,Other,2.140000104904175,0,0,141.21199808219862,Intel Core i7,AMD
Lenovo,2 in 1 Convertible,16,Windows,1.3600000143051147,1,0,209.8006828649808,Intel Core i7,Intel
Toshiba,Notebook,8,Windows,2.200000047683716,0,0,100.45466986113651,Intel Core i7,Nvidia
Dell,Notebook,12,Windows,2.299999952316284,0,0,100.45466986113651,Intel Core i7,Intel
Dell,Notebook,8,Other,2.799999952316284,0,0,127.33567457123111,Intel Core i7,AMD
Acer,Notebook,8,Windows,2.200000047683716,0,1,141.21199808219862,Intel Core i7,Nvidia
Lenovo,Notebook,4,Windows,2.799999952316284,0,0,106.11306214269258,Intel Core i3,Intel
Lenovo,Notebook,8,Other,2.799999952316284,0,0,127.33567457123111,Intel Core i7,Nvidia
Lenovo,Notebook,6,Windows,2.799999952316284,0,0,106.11306214269258,Intel Core i7,Nvidia
Dell,Notebook,4,Other,2.25,0,0,141.21199808219862,Intel Core i3,AMD
Lenovo,Gaming,8,Windows,2.5,0,1,141.21199808219862,Intel Core i5,Nvidia
Lenovo,Notebook,6,Windows,2.200000047683716,0,0,141.21199808219862,Intel Core i5,Intel
Acer,Notebook,8,Windows,3.0,0,1,141.21199808219862,Intel Core i7,Nvidia
Acer,Notebook,12,Windows,2.1500000953674316,1,1,141.21199808219862,Intel Core i7,Intel
